flightid,originairportid,destairportid,carrier,dayofmonth,dayofweek,departuredelay,arrivaldelay
1527785,13930,14908,UA,18,4,-3,-51
1527948,13930,14307,UA,18,4,-3,17
1527978,14307,13930,UA,18,4,10,-2
1528005,13930,14908,UA,18,4,-6,-29
1528079,14908,13930,UA,18,4,-5,1
1528288,14908,13930,UA,15,1,0,3
1528341,13930,14908,UA,21,7,-1,13
1528506,14908,13930,UA,17,3,9,28
1528566,14908,13930,UA,17,3,-5,2
1528764,13930,14307,UA,16,2,-4,-19
1528904,13930,14908,UA,16,2,-2,-23
1529035,13930,14908,UA,16,2,16,-27
1529207,14307,13930,UA,16,2,-6,-8
1529230,13930,14908,UA,16,2,1,-35
1529300,14908,13930,UA,16,2,-8,3
1529393,13930,14908,UA,13,6,0,-23
1529588,13930,14908,UA,13,6,6,15
1529982,13930,14908,UA,19,5,185,164
1530245,13930,14908,UA,17,3,-1,-38
1530401,13930,14307,UA,17,3,11,15
1530432,14307,13930,UA,17,3,15,-6
1530461,13930,14908,UA,17,3,2,-32
1530539,14908,13930,UA,17,3,-5,-3
1530711,14908,13930,UA,17,3,5,4
1530992,13930,14908,UA,17,3,124,95
1531216,13930,14908,UA,12,5,21,4
1531546,14908,13930,UA,15,1,3,-7
1531700,13930,14908,UA,15,1,8,-17
1531975,13930,14908,UA,12,5,-2,-10
1532104,13930,14908,UA,12,5,-7,-43
1532230,13930,14307,UA,12,5,5,-2
1532306,14307,13930,UA,12,5,-10,-28
1532335,13930,14908,UA,12,5,-1,-20
1532409,14908,13930,UA,12,5,0,3
1532692,14908,13930,UA,12,5,-4,-17
1533041,14908,13930,UA,16,2,-3,5
1533424,13930,14908,UA,15,1,-4,-13
1533604,13930,14908,UA,14,7,2,-30
1534012,14908,13930,UA,14,7,15,18
1534182,14908,13930,UA,13,6,108,101
1534331,13930,14908,UA,13,6,3,8
1534537,14908,13930,UA,13,6,-4,5
1534676,13930,14307,UA,13,6,-1,9
1534751,14908,13930,UA,13,6,6,-7
1534894,14307,13930,UA,13,6,-3,16
1534995,13930,14307,UA,11,4,14,-4
1535023,14307,13930,UA,11,4,0,-10
1535051,13930,14908,UA,11,4,-2,-18
1535122,14908,13930,UA,11,4,26,23
1535376,14908,13930,UA,11,4,1,15
1535565,13930,14908,UA,11,4,10,6
1535747,14908,13930,UA,11,4,-6,-11
1535800,14908,13930,UA,11,4,-7,-9
1536018,14908,13930,UA,12,5,7,6
1536082,14908,13930,UA,12,5,44,35
1536431,13930,14908,UA,11,4,-2,-12
1536554,13930,14908,UA,11,4,3,-35
1536779,14307,13930,UA,9,2,59,57
1536803,13930,14908,UA,9,2,51,37
1536872,14908,13930,UA,9,2,10,4
1537205,14908,13930,UA,9,2,11,18
1537218,14908,13930,UA,9,2,-6,-2
1537338,13930,14908,UA,9,2,29,24
1537516,14908,13930,UA,9,2,16,5
1537624,13930,14908,UA,10,3,131,128
1537796,14908,13930,UA,10,3,-3,-15
1537853,14908,13930,UA,10,3,-2,-13
1538051,13930,14307,UA,9,2,42,59
1538190,13930,14908,UA,9,2,-2,-7
1538322,13930,14908,UA,9,2,6,-12
1538526,13930,14908,UA,7,7,-4,-20
1538590,14908,13930,UA,7,7,-7,-21
1538708,13930,14307,UA,7,7,-1,-8
1538839,13930,14908,UA,7,7,-8,-32
1538901,14307,13930,UA,7,7,-7,-11
1539152,13930,14908,UA,10,3,-4,-17
1539278,13930,14908,UA,10,3,0,-34
1539435,13930,14307,UA,10,3,-1,-14
1539467,14307,13930,UA,10,3,162,173
1539496,13930,14908,UA,10,3,62,42
1539577,14908,13930,UA,10,3,70,59
1539750,14908,13930,UA,10,3,1,-9
1540045,13930,14908,UA,8,1,147,139
1540074,14908,13930,UA,8,1,2,15
1540230,14908,13930,UA,8,1,0,-2
1540287,14908,13930,UA,8,1,-4,-6
1540610,13930,14908,UA,7,7,-1,-10
1540797,14908,13930,UA,6,6,-6,-27
1540943,13930,14908,UA,6,6,-6,-20
1540995,13930,14908,UA,6,6,-5,-17
1541179,13930,14908,UA,6,6,-4,-14
1541482,14908,13930,UA,6,6,-1,-3
1541607,13930,14307,UA,6,6,0,11
1541740,14307,13930,UA,3,3,-6,-17
1541766,13930,14908,UA,3,3,-1,-33
1541839,14908,13930,UA,3,3,-9,14
1542322,13930,14908,UA,8,1,-1,6
1542456,13930,14908,UA,8,1,32,13
1542630,13930,14307,UA,8,1,0,-9
1542646,14307,13930,UA,8,1,-6,12
1542674,13930,14908,UA,8,1,35,1
1542746,14908,13930,UA,8,1,30,22
1543044,14908,13930,UA,6,6,6,-8
1543195,14307,13930,UA,6,6,15,7
1543429,13930,14908,UA,5,5,-7,-13
1543668,13930,14908,UA,5,5,2,-21
1543734,14908,13930,UA,15,1,-5,-4
1544059,13930,14908,UA,14,7,6,-16
1544121,14908,13930,UA,14,7,-12,-3
1544167,13930,14908,UA,14,7,14,-31
1544389,13930,14908,UA,14,7,3,-13
1544452,14908,13930,UA,14,7,13,19
1544637,13930,14307,UA,2,2,23,16
1544810,13930,14908,UA,2,2,26,-6
1545059,14307,13930,UA,2,2,9,4
1545080,13930,14908,UA,2,2,-2,-51
1545141,14908,13930,UA,2,2,-3,15
1545381,14908,13930,UA,7,7,36,25
1545509,14908,13930,UA,5,5,-7,-13
1545601,14908,13930,UA,5,5,5,8
1545614,14908,13930,UA,5,5,-3,-15
1546067,13930,14908,UA,4,4,0,-16
1546120,14908,13930,UA,4,4,-5,-11
1546268,13930,14908,UA,4,4,-5,-37
1546320,14908,13930,UA,4,4,8,21
1546398,13930,14908,UA,1,1,-2,-22
1546891,14908,13930,UA,3,3,3,2
1547043,14908,13930,UA,3,3,2,19
1547095,14908,13930,UA,3,3,-2,24
1547120,13930,14908,UA,3,3,20,-3
1547172,14908,13930,UA,2,2,-3,-4
1547526,13930,14908,UA,2,2,1,-20
1547880,14908,13930,UA,1,1,2,41
1547922,13930,14307,UA,1,1,55,49
1548075,13930,14908,UA,1,1,0,-11
1548094,14307,13930,UA,1,1,42,42
1548425,14908,13930,UA,1,1,15,15
1548530,13930,14908,UA,1,1,15,-6
1548548,13930,14908,UA,1,1,16,-14
1548722,14908,13930,UA,1,1,7,9
1548769,14908,13930,UA,1,1,0,-2
1556146,14908,13930,UA,2,2,4,-1
1568948,13930,12478,9E,1,4,0,0
1568949,13930,12478,9E,2,5,-4,-27
1568950,13930,12478,9E,3,6,-6,-22
1568951,13930,12478,9E,4,7,56,74
1568952,13930,12478,9E,5,1,-2,-22
1568953,13930,12478,9E,6,2,-2,-26
1568954,13930,12478,9E,7,3,58,63
1568955,13930,12478,9E,8,4,0,0
1568956,13930,12478,9E,9,5,0,0
1568957,13930,12478,9E,10,6,-5,-18
1568958,13930,12478,9E,11,7,-2,-4
1568959,13930,12478,9E,12,1,-6,-35
1568960,13930,12478,9E,13,2,3,-11
1568961,13930,12478,9E,14,3,-1,-7
1568962,13930,12478,9E,15,4,-6,-14
1568963,13930,12478,9E,16,5,-10,-19
1568964,13930,12478,9E,17,6,-3,-8
1568965,13930,12478,9E,18,7,-4,-8
1568966,13930,12478,9E,19,1,-5,-12
1568967,13930,12478,9E,20,2,30,39
1568968,13930,12478,9E,21,3,-1,-11
1568969,13930,12478,9E,22,4,146,152
1568970,13930,12478,9E,23,5,-1,-10
1568971,13930,12478,9E,24,6,9,6
1568972,13930,12478,9E,25,7,-5,-17
1568973,13930,12478,9E,26,1,-2,-6
1568974,13930,12478,9E,27,2,-1,-13
1568975,13930,12478,9E,28,3,0,0
1568976,13930,12478,9E,29,4,14,2
1568977,13930,12478,9E,30,5,-2,-13
1568978,13930,12478,9E,31,6,1,5
1568979,13930,12478,9E,1,4,105,85
1568980,13930,12478,9E,2,5,16,23
1568981,13930,12478,9E,3,6,-7,-34
1568982,13930,12478,9E,4,7,0,-16
1568983,13930,12478,9E,5,1,0,-18
1568984,13930,12478,9E,6,2,-4,-18
1568985,13930,12478,9E,7,3,67,60
1568986,13930,12478,9E,9,5,48,23
1568987,13930,12478,9E,10,6,-5,-5
1568988,13930,12478,9E,11,7,-6,-2
1568989,13930,12478,9E,12,1,3,-26
1568990,13930,12478,9E,13,2,0,0
1568991,13930,12478,9E,14,3,-3,-5
1568992,13930,12478,9E,15,4,-5,-16
1568993,13930,12478,9E,16,5,-9,4
1568994,13930,12478,9E,17,6,-3,-3
1568995,13930,12478,9E,18,7,-2,-14
1568996,13930,12478,9E,19,1,-1,7
1568997,13930,12478,9E,20,2,148,121
1568998,13930,12478,9E,21,3,-3,-7
1568999,13930,12478,9E,22,4,52,88
1569000,13930,12478,9E,23,5,-2,9
1569001,13930,12478,9E,24,6,1,-8
1569002,13930,12478,9E,25,7,-3,-15
1569003,13930,12478,9E,26,1,-9,-29
1569004,13930,12478,9E,27,2,-1,-27
1569005,13930,12478,9E,28,3,129,0
1569006,13930,12478,9E,29,4,-2,-5
1569007,13930,12478,9E,30,5,-3,-7
1569008,13930,12478,9E,31,6,0,-9
1569009,12478,13930,9E,1,4,35,32
1569010,12478,13930,9E,2,5,16,32
1569011,12478,13930,9E,3,6,19,12
1569012,12478,13930,9E,4,7,2,19
1569013,12478,13930,9E,5,1,-4,-19
1569014,12478,13930,9E,6,2,1,-8
1569015,12478,13930,9E,7,3,-8,-13
1569016,12478,13930,9E,8,4,-2,17
1569017,12478,13930,9E,9,5,-4,12
1569018,12478,13930,9E,10,6,-1,4
1569019,12478,13930,9E,11,7,-5,-24
1569020,12478,13930,9E,12,1,-2,1
1569021,12478,13930,9E,13,2,25,32
1569022,12478,13930,9E,14,3,-5,-8
1569023,12478,13930,9E,15,4,-4,-13
1569024,12478,13930,9E,16,5,-2,-16
1569025,12478,13930,9E,17,6,2,-11
1569026,12478,13930,9E,18,7,-3,-20
1569027,12478,13930,9E,19,1,22,6
1569028,12478,13930,9E,20,2,2,-15
1569029,12478,13930,9E,21,3,-5,-34
1569030,12478,13930,9E,22,4,92,91
1569031,12478,13930,9E,23,5,-3,-12
1569032,12478,13930,9E,24,6,6,-23
1569033,12478,13930,9E,25,7,11,-19
1569034,12478,13930,9E,26,1,-10,-33
1569035,12478,13930,9E,27,2,-4,-12
1569036,12478,13930,9E,28,3,-2,-13
1569037,12478,13930,9E,29,4,-12,-27
1569038,12478,13930,9E,30,5,-8,-20
1569039,12478,13930,9E,31,6,-3,11
1569040,13930,12478,9E,1,4,117,114
1569041,13930,12478,9E,2,5,103,76
1569042,13930,12478,9E,3,6,-6,-9
1569043,13930,12478,9E,4,7,46,20
1569044,13930,12478,9E,5,1,-3,-5
1569045,13930,12478,9E,6,2,10,-5
1569046,13930,12478,9E,7,3,24,2
1569047,13930,12478,9E,8,4,161,140
1569048,13930,12478,9E,9,5,172,149
1569049,13930,12478,9E,10,6,-6,-21
1569050,13930,12478,9E,11,7,-5,-1
1569051,13930,12478,9E,12,1,-11,25
1569052,13930,12478,9E,13,2,59,40
1569053,13930,12478,9E,14,3,25,31
1569054,13930,12478,9E,15,4,-5,-9
1569055,13930,12478,9E,16,5,15,5
1569056,13930,12478,9E,17,6,-4,-9
1569057,13930,12478,9E,18,7,29,28
1569058,13930,12478,9E,19,1,-1,-17
1569059,13930,12478,9E,20,2,-6,-19
1569060,13930,12478,9E,21,3,-4,-12
1569061,13930,12478,9E,22,4,60,46
1569062,13930,12478,9E,23,5,3,-6
1569063,13930,12478,9E,24,6,-6,-1
1569064,13930,12478,9E,25,7,-3,-8
1569065,13930,12478,9E,26,1,-4,-15
1569066,13930,12478,9E,27,2,3,-11
1569067,13930,12478,9E,28,3,135,113
1569068,13930,12478,9E,29,4,-2,-10
1569069,13930,12478,9E,30,5,20,95
1569070,13930,12478,9E,31,6,-8,-27
1569071,12478,13930,9E,1,4,151,114
1569072,12478,13930,9E,2,5,120,106
1569073,12478,13930,9E,3,6,4,10
1569074,12478,13930,9E,4,7,18,49
1569075,12478,13930,9E,5,1,-3,-7
1569076,12478,13930,9E,6,2,0,-23
1569077,12478,13930,9E,7,3,16,22
1569078,12478,13930,9E,8,4,98,158
1569079,12478,13930,9E,9,5,0,0
1569080,12478,13930,9E,10,6,12,6
1569081,12478,13930,9E,11,7,1,-24
1569082,12478,13930,9E,12,1,-8,-17
1569083,12478,13930,9E,13,2,70,63
1569084,12478,13930,9E,14,3,16,27
1569085,12478,13930,9E,15,4,-1,-36
1569086,12478,13930,9E,16,5,21,23
1569087,12478,13930,9E,17,6,60,48
1569088,12478,13930,9E,18,7,56,29
1569089,12478,13930,9E,19,1,8,-7
1569090,12478,13930,9E,20,2,36,-10
1569091,12478,13930,9E,21,3,2,-37
1569092,12478,13930,9E,22,4,58,44
1569093,12478,13930,9E,23,5,-3,-13
1569094,12478,13930,9E,24,6,33,-3
1569095,12478,13930,9E,25,7,0,-36
1569096,12478,13930,9E,26,1,0,-14
1569097,12478,13930,9E,27,2,10,-4
1569098,12478,13930,9E,28,3,144,134
1569099,12478,13930,9E,29,4,-3,-40
1569100,12478,13930,9E,30,5,2,-20
1569101,12478,13930,9E,31,6,-4,-22
1569102,12478,13930,9E,1,4,31,11
1569103,12478,13930,9E,2,5,53,62
1569104,12478,13930,9E,3,6,42,37
1569105,12478,13930,9E,4,7,0,0
1569106,12478,13930,9E,5,1,-3,-37
1569107,12478,13930,9E,6,2,-4,-38
1569108,12478,13930,9E,7,3,12,37
1569109,12478,13930,9E,8,4,0,0
1569110,12478,13930,9E,9,5,64,74
1569111,12478,13930,9E,10,6,1,-30
1569112,12478,13930,9E,11,7,-9,-10
1569113,12478,13930,9E,12,1,46,59
1569114,12478,13930,9E,13,2,35,30
1569115,12478,13930,9E,14,3,8,-4
1569116,12478,13930,9E,15,4,1,-2
1569117,12478,13930,9E,16,5,0,-21
1569118,12478,13930,9E,17,6,35,-5
1569119,12478,13930,9E,18,7,-3,-32
1569120,12478,13930,9E,19,1,12,-23
1569121,12478,13930,9E,20,2,35,-11
1569122,12478,13930,9E,21,3,0,-30
1569123,12478,13930,9E,22,4,0,0
1569124,12478,13930,9E,23,5,0,-27
1569125,12478,13930,9E,24,6,9,-24
1569126,12478,13930,9E,25,7,-3,-34
1569127,12478,13930,9E,26,1,83,52
1569128,12478,13930,9E,27,2,-6,-38
1569129,12478,13930,9E,28,3,120,112
1569130,12478,13930,9E,29,4,10,0
1569131,12478,13930,9E,30,5,65,73
1569132,12478,13930,9E,31,6,7,4
1579115,13930,14908,AA,27,2,-3,-20
1579116,13930,14908,AA,28,3,-3,-21
1579117,13930,14908,AA,29,4,5,-13
1579118,13930,14908,AA,30,5,-4,-12
1580629,13930,12478,AA,27,2,-2,-6
1580630,13930,12478,AA,28,3,146,176
1580631,13930,12478,AA,29,4,0,20
1580632,13930,12478,AA,30,5,87,93
1580633,13930,12478,AA,31,6,-1,-11
1581365,14908,13930,AA,1,4,-7,-10
1581366,14908,13930,AA,2,5,-5,8
1581367,14908,13930,AA,3,6,-8,-20
1581368,14908,13930,AA,4,7,-3,-11
1581369,14908,13930,AA,5,1,-5,-30
1581370,14908,13930,AA,6,2,-5,5
1581371,14908,13930,AA,7,3,-5,-6
1581372,14908,13930,AA,8,4,-5,-19
1581373,14908,13930,AA,9,5,-6,-24
1581374,14908,13930,AA,10,6,-9,-23
1581375,14908,13930,AA,11,7,-5,-17
1581376,14908,13930,AA,12,1,-1,-20
1581377,14908,13930,AA,13,2,-1,-15
1581378,14908,13930,AA,14,3,-5,-22
1581379,14908,13930,AA,15,4,35,26
1581380,14908,13930,AA,16,5,-8,-5
1581381,14908,13930,AA,17,6,0,-1
1581382,14908,13930,AA,18,7,-4,-10
1581383,14908,13930,AA,19,1,-5,3
1581384,14908,13930,AA,20,2,-3,10
1581385,14908,13930,AA,21,3,-5,0
1581386,14908,13930,AA,22,4,25,34
1581387,14908,13930,AA,23,5,-1,-2
1581388,14908,13930,AA,24,6,-6,3
1581389,14908,13930,AA,25,7,-6,3
1581390,14908,13930,AA,26,1,-5,15
1585798,14570,13930,AA,1,4,-8,-29
1585799,14570,13930,AA,2,5,6,-11
1585800,14570,13930,AA,3,6,49,16
1585801,14570,13930,AA,4,7,-5,-32
1585802,14570,13930,AA,5,1,-1,-36
1585803,14570,13930,AA,6,2,3,18
1585804,14570,13930,AA,7,3,65,54
1585805,14570,13930,AA,8,4,-5,-17
1585806,14570,13930,AA,9,5,-5,-11
1585807,14570,13930,AA,10,6,-3,-29
1585808,14570,13930,AA,11,7,3,-5
1585809,14570,13930,AA,12,1,-6,-24
1585810,14570,13930,AA,13,2,-1,-32
1585811,14570,13930,AA,14,3,1,-13
1585812,14570,13930,AA,15,4,-4,-4
1585813,14570,13930,AA,16,5,-7,-21
1585814,14570,13930,AA,17,6,-3,-9
1585815,14570,13930,AA,18,7,-8,-21
1585816,14570,13930,AA,19,1,-5,-8
1585817,14570,13930,AA,20,2,-2,-10
1585818,14570,13930,AA,21,3,-2,-16
1585819,14570,13930,AA,22,4,64,60
1585820,14570,13930,AA,23,5,21,-3
1585821,14570,13930,AA,24,6,-6,-3
1585822,14570,13930,AA,25,7,-2,-10
1585823,14570,13930,AA,26,1,-7,-20
1590158,13930,14908,AA,1,4,-5,2
1590159,13930,14908,AA,2,5,7,16
1590160,13930,14908,AA,3,6,-3,-5
1590161,13930,14908,AA,4,7,-4,-8
1590162,13930,14908,AA,5,1,-4,1
1590163,13930,14908,AA,6,2,12,13
1590164,13930,14908,AA,7,3,11,7
1590165,13930,14908,AA,8,4,4,11
1590166,13930,14908,AA,9,5,11,16
1590167,13930,14908,AA,10,6,-2,-4
1590168,13930,14908,AA,11,7,0,1
1590169,13930,14908,AA,12,1,1,3
1590170,13930,14908,AA,13,2,0,12
1590171,13930,14908,AA,14,3,7,32
1590172,13930,14908,AA,15,4,4,-8
1590173,13930,14908,AA,16,5,-2,-14
1590174,13930,14908,AA,17,6,5,-11
1590175,13930,14908,AA,18,7,79,64
1590176,13930,14908,AA,19,1,4,-15
1590177,13930,14908,AA,20,2,12,0
1590178,13930,14908,AA,21,3,7,-4
1590179,13930,14908,AA,22,4,35,24
1590180,13930,14908,AA,23,5,-2,-13
1590181,13930,14908,AA,24,6,12,10
1590182,13930,14908,AA,25,7,33,24
1590183,13930,14908,AA,26,1,2,-12
1590618,14570,13930,AA,27,2,-4,-6
1590619,14570,13930,AA,28,3,-3,-26
1590620,14570,13930,AA,29,4,-1,-25
1590621,14570,13930,AA,30,5,-5,-39
1590622,14570,13930,AA,31,6,26,-6
1590654,13930,14908,AA,1,4,-2,1
1590655,13930,14908,AA,2,5,-2,1
1590656,13930,14908,AA,4,7,-2,-17
1590657,13930,14908,AA,5,1,-2,10
1590658,13930,14908,AA,6,2,-5,-6
1590659,13930,14908,AA,7,3,-2,22
1590660,13930,14908,AA,8,4,-4,-21
1590661,13930,14908,AA,9,5,-2,-15
1590662,13930,14908,AA,11,7,-5,-11
1590663,13930,14908,AA,12,1,-2,-5
1590664,13930,14908,AA,13,2,1,11
1590665,13930,14908,AA,14,3,-3,-21
1590666,13930,14908,AA,15,4,-1,-12
1590667,13930,14908,AA,16,5,-7,-7
1590668,13930,14908,AA,18,7,-4,-28
1590669,13930,14908,AA,19,1,-1,-21
1590670,13930,14908,AA,20,2,-3,-16
1590671,13930,14908,AA,21,3,-3,-27
1590672,13930,14908,AA,22,4,0,-18
1590673,13930,14908,AA,23,5,-4,-30
1590674,13930,14908,AA,25,7,-5,-11
1590675,13930,14908,AA,26,1,-2,-15
1590764,13930,14570,AA,27,2,0,-13
1590765,13930,14570,AA,28,3,-1,-11
1590766,13930,14570,AA,29,4,11,-9
1590767,13930,14570,AA,30,5,63,169
1590768,13930,14570,AA,31,6,-3,-17
1590937,14908,13930,AA,1,4,12,17
1590938,14908,13930,AA,2,5,13,7
1590939,14908,13930,AA,3,6,0,-14
1590940,14908,13930,AA,4,7,-8,-12
1590941,14908,13930,AA,5,1,-3,-13
1590942,14908,13930,AA,6,2,10,2
1590943,14908,13930,AA,7,3,0,17
1590944,14908,13930,AA,8,4,13,2
1590945,14908,13930,AA,9,5,12,-2
1590946,14908,13930,AA,10,6,0,-3
1590947,14908,13930,AA,11,7,4,-12
1590948,14908,13930,AA,12,1,5,-16
1590949,14908,13930,AA,13,2,12,5
1590950,14908,13930,AA,14,3,35,28
1590951,14908,13930,AA,15,4,-2,8
1590952,14908,13930,AA,16,5,-2,4
1590953,14908,13930,AA,17,6,-4,-2
1590954,14908,13930,AA,18,7,61,75
1590955,14908,13930,AA,19,1,13,15
1590956,14908,13930,AA,20,2,4,3
1590957,14908,13930,AA,21,3,2,16
1590958,14908,13930,AA,22,4,33,34
1590959,14908,13930,AA,23,5,-9,-7
1590960,14908,13930,AA,24,6,11,1
1590961,14908,13930,AA,25,7,25,27
1590962,14908,13930,AA,26,1,-3,5
1591799,14908,13930,AA,1,4,1,7
1591800,14908,13930,AA,2,5,-5,-11
1591801,14908,13930,AA,4,7,-4,-26
1591802,14908,13930,AA,5,1,11,-1
1591803,14908,13930,AA,6,2,-5,-4
1591804,14908,13930,AA,7,3,25,25
1591805,14908,13930,AA,8,4,-1,-6
1591806,14908,13930,AA,9,5,-7,-10
1591807,14908,13930,AA,11,7,-9,-37
1591808,14908,13930,AA,12,1,-6,-10
1591809,14908,13930,AA,13,2,12,-6
1591810,14908,13930,AA,14,3,-5,-30
1591811,14908,13930,AA,15,4,-2,-15
1591812,14908,13930,AA,16,5,-4,-10
1591813,14908,13930,AA,18,7,-12,-12
1591814,14908,13930,AA,19,1,-2,-11
1591815,14908,13930,AA,20,2,-5,4
1591816,14908,13930,AA,21,3,-4,-6
1591817,14908,13930,AA,22,4,53,49
1591818,14908,13930,AA,23,5,1,-6
1591819,14908,13930,AA,25,7,-7,-10
1591820,14908,13930,AA,26,1,-2,0
1591821,14908,13930,AA,27,2,0,-1
1591822,14908,13930,AA,28,3,-2,-12
1591823,14908,13930,AA,29,4,20,20
1591824,14908,13930,AA,30,5,0,4
1591825,14908,13930,AA,31,6,0,3
1592766,14908,13930,AA,27,2,-6,-12
1592767,14908,13930,AA,28,3,-5,-12
1592768,14908,13930,AA,29,4,-2,-12
1592769,14908,13930,AA,30,5,-8,-8
1592770,14908,13930,AA,31,6,-2,-9
1594046,12478,13930,AA,27,2,-3,-26
1594047,12478,13930,AA,28,3,146,146
1594048,12478,13930,AA,29,4,5,-25
1594049,12478,13930,AA,30,5,93,133
1594050,12478,13930,AA,31,6,20,-7
1594324,14908,13930,AA,27,2,-6,-9
1594325,14908,13930,AA,28,3,-4,-11
1594326,14908,13930,AA,29,4,-1,-6
1594327,14908,13930,AA,30,5,-4,9
1596761,13930,14570,AA,1,4,9,46
1596762,13930,14570,AA,2,5,109,114
1596763,13930,14570,AA,3,6,-5,4
1596764,13930,14570,AA,4,7,-3,3
1596765,13930,14570,AA,5,1,1,12
1596766,13930,14570,AA,6,2,2,13
1596767,13930,14570,AA,7,3,30,33
1596768,13930,14570,AA,8,4,4,2
1596769,13930,14570,AA,9,5,-4,-13
1596770,13930,14570,AA,10,6,-1,-7
1596771,13930,14570,AA,11,7,-4,11
1596772,13930,14570,AA,12,1,-6,1
1596773,13930,14570,AA,13,2,-2,3
1596774,13930,14570,AA,14,3,-4,3
1596775,13930,14570,AA,15,4,10,2
1596776,13930,14570,AA,16,5,5,-8
1596777,13930,14570,AA,17,6,-2,-17
1596778,13930,14570,AA,18,7,-5,12
1596779,13930,14570,AA,19,1,-5,-23
1596780,13930,14570,AA,20,2,10,1
1596781,13930,14570,AA,21,3,7,2
1596782,13930,14570,AA,22,4,64,61
1596783,13930,14570,AA,23,5,42,29
1596784,13930,14570,AA,24,6,-2,3
1596785,13930,14570,AA,25,7,1,8
1596786,13930,14570,AA,26,1,15,-1
1597241,13930,14908,AA,27,2,3,3
1597242,13930,14908,AA,28,3,-4,-23
1597243,13930,14908,AA,29,4,-1,-5
1597244,13930,14908,AA,30,5,-2,-27
1597245,13930,14908,AA,31,6,-3,-7
1601036,13930,14908,AA,14,3,-1,4
1601037,13930,14908,AA,15,4,3,-18
1601038,13930,14908,AA,16,5,4,-19
1601039,13930,14908,AA,17,6,9,-9
1601040,13930,14908,AA,18,7,6,-4
1601041,13930,14908,AA,19,1,48,30
1601042,13930,14908,AA,20,2,15,-7
1601043,13930,14908,AA,21,3,2,-13
1601044,13930,14908,AA,22,4,50,34
1601045,13930,14908,AA,23,5,-3,-26
1601046,13930,14908,AA,24,6,-5,-17
1601047,13930,14908,AA,25,7,56,46
1601048,13930,14908,AA,26,1,10,-24
1602214,12478,13930,AA,1,4,107,64
1602215,12478,13930,AA,2,5,65,90
1602216,12478,13930,AA,3,6,11,-15
1602217,12478,13930,AA,4,7,-3,12
1602218,12478,13930,AA,5,1,1,-29
1602219,12478,13930,AA,6,2,1,-31
1602220,12478,13930,AA,7,3,1,-8
1602221,12478,13930,AA,8,4,171,173
1602222,12478,13930,AA,9,5,47,55
1602223,12478,13930,AA,10,6,3,-5
1602224,12478,13930,AA,11,7,-4,16
1602225,12478,13930,AA,12,1,2,-20
1602226,12478,13930,AA,13,2,-5,-14
1602227,12478,13930,AA,14,3,-8,-6
1602228,12478,13930,AA,15,4,-3,-32
1602229,12478,13930,AA,16,5,-1,-21
1602230,12478,13930,AA,17,6,5,-31
1602231,12478,13930,AA,18,7,-2,-43
1602232,12478,13930,AA,19,1,-5,-36
1602233,12478,13930,AA,20,2,45,-1
1602234,12478,13930,AA,21,3,-3,-36
1602235,12478,13930,AA,22,4,116,90
1602236,12478,13930,AA,23,5,-3,-33
1602237,12478,13930,AA,24,6,-2,-36
1602238,12478,13930,AA,25,7,-5,-29
1602239,12478,13930,AA,26,1,0,-38
1603831,13930,14908,AA,1,4,8,1
1603832,13930,14908,AA,2,5,67,58
1603833,13930,14908,AA,3,6,13,0
1603834,13930,14908,AA,4,7,10,4
1603835,13930,14908,AA,5,1,-3,-11
1603836,13930,14908,AA,6,2,-1,-7
1603837,13930,14908,AA,7,3,48,54
1603838,13930,14908,AA,8,4,52,36
1603839,13930,14908,AA,9,5,52,42
1603840,13930,14908,AA,10,6,-4,-15
1603841,13930,14908,AA,11,7,-1,6
1603842,13930,14908,AA,12,1,61,71
1603843,13930,14908,AA,13,2,3,2
1607655,13930,14908,AA,27,2,1,-28
1607656,13930,14908,AA,28,3,17,6
1607657,13930,14908,AA,29,4,15,-10
1607658,13930,14908,AA,30,5,66,81
1609099,13930,12478,AA,1,4,59,107
1609100,13930,12478,AA,2,5,55,39
1609101,13930,12478,AA,3,6,30,3
1609102,13930,12478,AA,4,7,-1,-12
1609103,13930,12478,AA,5,1,-2,-25
1609104,13930,12478,AA,6,2,13,-11
1609105,13930,12478,AA,7,3,3,1
1609106,13930,12478,AA,9,5,39,49
1609107,13930,12478,AA,10,6,6,-20
1609108,13930,12478,AA,11,7,8,-16
1609109,13930,12478,AA,12,1,13,-16
1609110,13930,12478,AA,13,2,2,-14
1609111,13930,12478,AA,14,3,2,-21
1609112,13930,12478,AA,15,4,12,-2
1609113,13930,12478,AA,16,5,4,-13
1609114,13930,12478,AA,17,6,-7,-21
1609115,13930,12478,AA,18,7,-1,-10
1609116,13930,12478,AA,19,1,-5,-13
1609117,13930,12478,AA,20,2,47,55
1609118,13930,12478,AA,21,3,0,7
1612035,13930,12478,AA,22,4,113,108
1612036,13930,12478,AA,23,5,-3,-13
1612037,13930,12478,AA,24,6,11,-6
1612038,13930,12478,AA,25,7,10,-3
1612039,13930,12478,AA,26,1,2,-28
1625432,12478,13930,B6,1,4,5,-19
1625433,13930,12478,B6,1,4,42,50
1625548,12478,10140,B6,1,4,54,46
1625549,10140,12478,B6,1,4,38,19
1625690,12478,13930,B6,2,5,20,6
1625691,13930,12478,B6,2,5,-5,18
1626079,12478,13930,B6,3,6,-2,27
